job,contact,campaign,poutcome,emp.var.rate,euribor3m,nr.employed
8.0,0.0,4.0,1.0,1.4,4.967,5228.1
6.0,1.0,1.0,1.0,-0.1,4.191,5195.8
2.0,1.0,4.0,1.0,-1.8,1.266,5099.1
2.0,1.0,5.0,1.0,-1.8,1.405,5099.1
5.0,1.0,1.0,1.0,-2.9,1.26,5076.2
1.0,1.0,2.0,1.0,1.4,4.968,5228.1
5.0,1.0,1.0,2.0,-2.9,0.861,5076.2
2.0,0.0,1.0,1.0,1.1,4.864,5191.0
4.0,1.0,3.0,1.0,1.4,4.966,5228.1
3.0,0.0,1.0,1.0,-0.2,3.488,5176.3
1.0,0.0,2.0,1.0,1.1,4.857,5191.0
0.0,0.0,1.0,1.0,-1.1,0.877,4963.6
2.0,0.0,1.0,1.0,-2.9,0.883,5076.2
2.0,0.0,1.0,1.0,1.4,4.865,5228.1
2.0,0.0,1.0,1.0,1.1,4.855,5191.0
3.0,0.0,1.0,1.0,1.4,4.967,5228.1
2.0,0.0,1.0,1.0,1.4,4.865,5228.1
2.0,1.0,4.0,1.0,1.4,4.965,5228.1
3.0,1.0,4.0,1.0,1.4,4.961,5228.1
6.0,1.0,1.0,1.0,1.4,4.964,5228.1
3.0,0.0,9.0,1.0,1.4,4.963,5228.1
3.0,1.0,4.0,1.0,-1.8,1.405,5099.1
3.0,0.0,1.0,1.0,1.4,4.961,5228.1
2.0,0.0,2.0,1.0,1.1,4.856,5191.0
2.0,0.0,2.0,1.0,1.1,4.857,5191.0
4.0,1.0,1.0,1.0,-1.8,1.365,5099.1
1.0,1.0,5.0,1.0,-1.8,1.344,5099.1
3.0,0.0,1.0,1.0,1.1,4.858,5191.0
6.0,0.0,2.0,1.0,1.1,4.855,5191.0
10.0,0.0,2.0,1.0,1.4,4.961,5228.1
3.0,1.0,1.0,1.0,1.4,4.963,5228.1
3.0,0.0,1.0,1.0,1.1,4.856,5191.0
3.0,0.0,2.0,1.0,1.4,4.961,5228.1
4.0,1.0,1.0,1.0,1.4,4.963,5228.1
4.0,0.0,3.0,1.0,1.4,4.962,5228.1
3.0,0.0,2.0,1.0,1.1,4.856,5191.0
2.0,1.0,2.0,1.0,-3.4,0.716,5017.5
3.0,1.0,2.0,1.0,-1.8,1.405,5099.1
4.0,1.0,4.0,1.0,-1.8,1.327,5099.1
0.0,0.0,2.0,1.0,1.4,4.961,5228.1
2.0,1.0,5.0,1.0,1.4,4.968,5228.1
6.0,0.0,3.0,1.0,1.4,4.959,5228.1
10.0,1.0,1.0,1.0,1.4,4.962,5228.1
3.0,1.0,3.0,1.0,-1.8,1.365,5099.1
2.0,1.0,1.0,1.0,1.4,4.963,5228.1
11.0,0.0,1.0,1.0,1.1,4.858,5191.0
11.0,1.0,1.0,1.0,1.4,4.961,5228.1
2.0,1.0,1.0,1.0,-1.8,1.405,5099.1
2.0,0.0,3.0,1.0,1.1,4.86,5191.0
4.0,0.0,1.0,1.0,-1.8,1.405,5099.1
4.0,1.0,1.0,2.0,-1.8,1.334,5099.1
4.0,0.0,1.0,1.0,1.4,4.967,5228.1
5.0,0.0,1.0,1.0,1.4,4.962,5228.1
3.0,0.0,2.0,1.0,1.4,4.958,5228.1
1.0,1.0,1.0,2.0,-1.8,1.266,5099.1
4.0,1.0,2.0,1.0,-1.8,1.291,5099.1
3.0,0.0,3.0,1.0,1.1,4.858,5191.0
8.0,0.0,1.0,1.0,1.4,4.961,5228.1
1.0,1.0,1.0,1.0,-0.1,4.076,5195.8
3.0,0.0,21.0,1.0,1.4,4.968,5228.1
10.0,0.0,4.0,1.0,1.1,4.857,5191.0
8.0,0.0,1.0,1.0,1.1,4.857,5191.0
1.0,0.0,8.0,1.0,1.4,4.865,5228.1
6.0,1.0,1.0,1.0,-3.4,0.74,5017.5
1.0,1.0,2.0,1.0,-1.8,1.281,5099.1
4.0,0.0,1.0,1.0,1.1,4.855,5191.0
3.0,1.0,1.0,1.0,-1.8,1.405,5099.1
4.0,1.0,1.0,1.0,-1.8,1.757,5099.1
4.0,1.0,1.0,1.0,-1.1,0.879,4963.6
2.0,0.0,1.0,1.0,1.1,4.855,5191.0
2.0,1.0,1.0,1.0,1.4,4.963,5228.1
2.0,1.0,3.0,2.0,-2.9,0.883,5076.2
3.0,1.0,1.0,1.0,-0.1,4.076,5195.8
1.0,0.0,1.0,1.0,1.4,4.961,5228.1
4.0,0.0,1.0,1.0,1.1,4.857,5191.0
6.0,1.0,7.0,1.0,-1.1,0.884,4963.6
1.0,0.0,1.0,1.0,1.4,4.963,5228.1
2.0,0.0,13.0,1.0,1.1,4.856,5191.0
6.0,1.0,2.0,1.0,-0.1,4.076,5195.8
3.0,0.0,2.0,1.0,1.4,4.961,5228.1
7.0,1.0,1.0,1.0,-2.9,1.26,5076.2
4.0,0.0,1.0,1.0,1.1,4.857,5191.0
4.0,1.0,2.0,1.0,1.4,4.964,5228.1
4.0,1.0,2.0,1.0,1.4,4.963,5228.1
6.0,1.0,2.0,1.0,1.4,4.962,5228.1
2.0,1.0,1.0,1.0,1.4,4.963,5228.1
2.0,1.0,2.0,1.0,-1.8,1.614,5099.1
10.0,1.0,1.0,1.0,1.4,4.961,5228.1
3.0,1.0,1.0,1.0,-0.1,4.191,5195.8
2.0,0.0,1.0,1.0,-1.7,0.742,4991.6
2.0,1.0,2.0,2.0,-1.1,0.959,4963.6
4.0,1.0,1.0,1.0,1.4,4.964,5228.1
3.0,0.0,1.0,1.0,1.1,4.859,5191.0
6.0,0.0,2.0,1.0,1.1,4.859,5191.0
3.0,1.0,3.0,1.0,-1.8,1.334,5099.1
3.0,1.0,1.0,1.0,-1.8,1.405,5099.1
2.0,1.0,1.0,1.0,-1.8,1.313,5099.1
1.0,0.0,1.0,1.0,1.1,4.856,5191.0
2.0,1.0,5.0,1.0,1.4,4.961,5228.1
4.0,1.0,1.0,1.0,-0.1,4.191,5195.8
4.0,0.0,2.0,1.0,1.4,4.959,5228.1
10.0,1.0,1.0,1.0,-2.9,1.26,5076.2
4.0,1.0,1.0,1.0,1.4,4.965,5228.1
3.0,0.0,1.0,1.0,1.4,4.96,5228.1
8.0,1.0,3.0,1.0,1.4,4.965,5228.1
4.0,1.0,4.0,1.0,-1.8,1.244,5099.1
4.0,1.0,9.0,1.0,1.4,4.957,5228.1
2.0,0.0,1.0,1.0,1.1,4.857,5191.0
8.0,1.0,1.0,1.0,1.4,4.957,5228.1
1.0,1.0,2.0,1.0,-1.8,1.405,5099.1
7.0,1.0,2.0,1.0,1.4,4.957,5228.1
2.0,1.0,1.0,1.0,-1.8,1.25,5099.1
3.0,0.0,3.0,1.0,1.4,4.958,5228.1
6.0,0.0,2.0,1.0,1.4,4.961,5228.1
3.0,0.0,4.0,1.0,1.4,4.967,5228.1
3.0,1.0,1.0,1.0,-0.1,4.12,5195.8
6.0,0.0,2.0,1.0,1.4,4.967,5228.1
2.0,1.0,30.0,1.0,1.4,4.968,5228.1
3.0,1.0,1.0,1.0,1.4,4.962,5228.1
3.0,0.0,2.0,1.0,1.1,4.857,5191.0
4.0,1.0,5.0,1.0,-2.9,0.908,5076.2
3.0,1.0,3.0,1.0,-1.8,1.299,5099.1
5.0,1.0,2.0,1.0,-1.8,1.415,5099.1
4.0,1.0,1.0,1.0,1.4,4.967,5228.1
4.0,1.0,3.0,1.0,-1.8,1.405,5099.1
6.0,0.0,2.0,1.0,1.4,4.866,5228.1
2.0,0.0,5.0,1.0,1.4,4.961,5228.1
3.0,1.0,4.0,1.0,1.4,4.965,5228.1
3.0,0.0,2.0,1.0,1.1,4.857,5191.0
2.0,0.0,1.0,1.0,-0.1,4.968,5195.8
0.0,1.0,1.0,1.0,-2.9,1.099,5076.2
2.0,1.0,10.0,1.0,1.4,4.961,5228.1
5.0,1.0,1.0,1.0,1.4,4.968,5228.1
7.0,0.0,1.0,1.0,1.4,4.955,5228.1
2.0,1.0,5.0,1.0,1.4,4.963,5228.1
4.0,1.0,1.0,1.0,1.4,4.964,5228.1
2.0,1.0,1.0,1.0,1.4,4.965,5228.1
2.0,1.0,1.0,1.0,-1.8,1.264,5099.1
5.0,1.0,1.0,1.0,-2.9,0.879,5076.2
4.0,1.0,1.0,1.0,-0.1,4.076,5195.8
2.0,1.0,1.0,1.0,-1.8,1.299,5099.1
4.0,0.0,1.0,1.0,-0.1,4.153,5195.8
4.0,0.0,1.0,1.0,1.1,4.86,5191.0
2.0,1.0,1.0,1.0,-0.1,4.021,5195.8
2.0,1.0,1.0,1.0,-1.1,1.05,4963.6
4.0,0.0,2.0,1.0,1.1,4.856,5191.0
4.0,0.0,1.0,1.0,1.4,4.961,5228.1
3.0,0.0,1.0,1.0,-0.1,4.794,5195.8
0.0,1.0,1.0,1.0,-1.8,0.642,5008.7
2.0,1.0,2.0,1.0,-1.8,1.313,5099.1
3.0,0.0,2.0,1.0,1.1,4.864,5191.0
6.0,0.0,2.0,1.0,1.1,4.857,5191.0
4.0,1.0,1.0,1.0,1.4,4.963,5228.1
5.0,0.0,1.0,1.0,-1.8,1.365,5099.1
2.0,1.0,3.0,1.0,1.4,4.963,5228.1
3.0,1.0,2.0,1.0,1.4,4.96,5228.1
2.0,1.0,1.0,2.0,-1.8,0.643,5008.7
4.0,1.0,1.0,1.0,1.4,4.965,5228.1
3.0,1.0,2.0,1.0,-2.9,0.884,5076.2
4.0,1.0,1.0,1.0,-1.8,0.685,5008.7
8.0,1.0,3.0,1.0,1.4,4.958,5228.1
1.0,1.0,2.0,1.0,1.4,4.957,5228.1
2.0,1.0,3.0,1.0,1.4,4.965,5228.1
2.0,0.0,1.0,1.0,1.1,4.855,5191.0
4.0,1.0,5.0,1.0,-3.4,0.714,5017.5
2.0,0.0,1.0,1.0,1.4,4.955,5228.1
1.0,0.0,6.0,1.0,1.4,4.959,5228.1
2.0,0.0,1.0,1.0,1.4,4.962,5228.1
3.0,1.0,2.0,1.0,-1.8,1.281,5099.1
3.0,1.0,1.0,2.0,-1.8,1.41,5099.1
7.0,0.0,1.0,1.0,1.1,4.86,5191.0
1.0,0.0,3.0,1.0,1.1,4.858,5191.0
2.0,1.0,3.0,1.0,1.4,4.962,5228.1
3.0,1.0,1.0,1.0,-1.8,1.466,5099.1
2.0,0.0,17.0,1.0,1.4,4.968,5228.1
4.0,0.0,1.0,1.0,1.1,4.855,5191.0
10.0,1.0,1.0,1.0,-0.1,4.076,5195.8
3.0,1.0,3.0,1.0,-1.8,1.281,5099.1
6.0,1.0,2.0,1.0,1.4,4.965,5228.1
5.0,1.0,1.0,1.0,-3.4,0.742,5017.5
8.0,1.0,3.0,1.0,-1.8,1.281,5099.1
4.0,1.0,1.0,1.0,1.4,4.964,5228.1
1.0,1.0,1.0,1.0,1.4,4.963,5228.1
6.0,1.0,1.0,1.0,-1.8,1.291,5099.1
4.0,1.0,1.0,1.0,-1.8,0.646,5008.7
6.0,0.0,3.0,1.0,1.4,4.864,5228.1
3.0,0.0,1.0,1.0,1.4,4.958,5228.1
3.0,0.0,3.0,1.0,1.1,4.857,5191.0
2.0,1.0,1.0,2.0,-3.4,0.788,5017.5
7.0,1.0,2.0,1.0,-2.9,1.26,5076.2
6.0,0.0,2.0,1.0,1.1,4.855,5191.0
4.0,1.0,1.0,1.0,1.4,4.962,5228.1
4.0,0.0,3.0,1.0,1.4,4.865,5228.1
1.0,1.0,1.0,1.0,-0.1,4.076,5195.8
1.0,0.0,4.0,1.0,1.1,4.858,5191.0
5.0,1.0,1.0,2.0,-1.8,0.684,5008.7
2.0,0.0,1.0,1.0,1.1,4.86,5191.0
3.0,0.0,5.0,1.0,1.4,4.865,5228.1
6.0,1.0,1.0,1.0,-0.1,4.12,5195.8
2.0,1.0,2.0,1.0,-1.8,1.291,5099.1
1.0,0.0,2.0,1.0,1.1,4.859,5191.0
4.0,1.0,3.0,1.0,1.4,4.967,5228.1
6.0,0.0,12.0,1.0,1.1,4.857,5191.0
2.0,1.0,1.0,1.0,-1.8,0.636,5008.7
6.0,1.0,2.0,2.0,-1.7,0.884,4991.6
3.0,1.0,1.0,1.0,1.4,4.966,5228.1
2.0,1.0,1.0,1.0,1.4,4.962,5228.1
3.0,0.0,1.0,1.0,1.1,4.857,5191.0
3.0,1.0,1.0,1.0,1.4,4.958,5228.1
4.0,1.0,2.0,1.0,-1.8,1.244,5099.1
4.0,1.0,3.0,1.0,-1.8,1.41,5099.1
2.0,0.0,1.0,1.0,1.1,4.859,5191.0
5.0,0.0,12.0,1.0,-1.8,1.392,5099.1
2.0,1.0,3.0,1.0,1.4,4.962,5228.1
4.0,0.0,1.0,1.0,1.4,4.964,5228.1
10.0,0.0,3.0,1.0,1.4,4.866,5228.1
1.0,1.0,4.0,1.0,-1.8,1.266,5099.1
2.0,0.0,6.0,1.0,1.1,4.857,5191.0
1.0,0.0,2.0,1.0,1.4,4.959,5228.1
6.0,0.0,3.0,1.0,1.4,4.96,5228.1
2.0,0.0,3.0,1.0,1.1,4.858,5191.0
3.0,1.0,1.0,1.0,1.4,4.96,5228.1
3.0,0.0,1.0,1.0,1.4,4.958,5228.1
2.0,1.0,4.0,1.0,1.4,4.963,5228.1
3.0,0.0,1.0,1.0,1.1,4.858,5191.0
4.0,0.0,1.0,1.0,1.4,4.962,5228.1
2.0,1.0,2.0,1.0,1.4,4.957,5228.1
1.0,1.0,2.0,1.0,1.4,4.962,5228.1
2.0,1.0,6.0,1.0,1.4,4.965,5228.1
3.0,0.0,2.0,1.0,1.4,4.864,5228.1
8.0,1.0,2.0,1.0,1.4,4.968,5228.1
2.0,1.0,1.0,1.0,-1.8,1.266,5099.1
11.0,1.0,1.0,2.0,-3.4,0.714,5017.5
5.0,0.0,10.0,1.0,1.4,4.961,5228.1
3.0,0.0,1.0,1.0,1.1,4.86,5191.0
2.0,0.0,3.0,1.0,1.4,4.962,5228.1
2.0,0.0,2.0,1.0,1.1,4.855,5191.0
2.0,1.0,1.0,1.0,-1.8,1.498,5099.1
6.0,1.0,4.0,1.0,-1.8,1.354,5099.1
2.0,1.0,1.0,1.0,1.4,4.965,5228.1
2.0,1.0,3.0,1.0,1.4,4.96,5228.1
4.0,0.0,2.0,1.0,1.4,4.961,5228.1
4.0,1.0,1.0,1.0,1.4,4.963,5228.1
11.0,1.0,1.0,1.0,-3.4,0.714,5017.5
2.0,1.0,1.0,1.0,1.4,4.965,5228.1
3.0,0.0,2.0,1.0,-2.9,1.262,5076.2
4.0,0.0,2.0,1.0,1.4,4.961,5228.1
4.0,1.0,2.0,1.0,1.4,4.958,5228.1
11.0,1.0,1.0,1.0,-0.1,4.153,5195.8
2.0,0.0,1.0,1.0,1.4,4.963,5228.1
8.0,1.0,3.0,1.0,-3.4,0.714,5017.5
6.0,1.0,1.0,1.0,-0.1,4.12,5195.8
1.0,1.0,1.0,1.0,1.4,4.966,5228.1
2.0,1.0,1.0,1.0,1.4,4.965,5228.1
3.0,1.0,3.0,1.0,-0.1,4.021,5195.8
4.0,0.0,2.0,1.0,1.1,4.858,5191.0
3.0,0.0,1.0,1.0,1.1,4.857,5191.0
6.0,0.0,2.0,1.0,1.4,4.958,5228.1
3.0,1.0,4.0,1.0,-1.8,1.405,5099.1
3.0,1.0,5.0,1.0,-1.8,1.281,5099.1
4.0,1.0,4.0,1.0,-1.8,0.651,5008.7
1.0,0.0,1.0,1.0,-1.7,0.835,4991.6
1.0,0.0,2.0,1.0,1.4,4.865,5228.1
3.0,1.0,9.0,1.0,1.4,4.957,5228.1
2.0,1.0,1.0,1.0,-3.4,0.737,5017.5
4.0,1.0,2.0,1.0,-1.8,1.405,5099.1
4.0,0.0,1.0,1.0,1.1,4.86,5191.0
2.0,1.0,4.0,1.0,1.4,4.961,5228.1
4.0,1.0,3.0,1.0,1.4,4.965,5228.1
2.0,1.0,6.0,1.0,1.4,4.962,5228.1
0.0,1.0,1.0,1.0,1.4,4.962,5228.1
3.0,0.0,2.0,1.0,1.4,4.864,5228.1
3.0,0.0,3.0,1.0,1.4,4.962,5228.1
3.0,0.0,3.0,1.0,1.1,4.857,5191.0
4.0,1.0,1.0,1.0,-1.8,1.365,5099.1
3.0,0.0,1.0,1.0,1.1,4.859,5191.0
2.0,1.0,2.0,1.0,-1.8,1.423,5099.1
10.0,1.0,3.0,1.0,-3.4,0.742,5017.5
3.0,1.0,5.0,1.0,-1.8,1.405,5099.1
3.0,1.0,7.0,1.0,-1.8,1.266,5099.1
3.0,1.0,7.0,1.0,-0.1,4.076,5195.8
3.0,1.0,1.0,1.0,-0.1,4.191,5195.8
4.0,1.0,10.0,1.0,1.4,4.968,5228.1
11.0,1.0,1.0,1.0,-1.8,1.259,5099.1
2.0,1.0,1.0,1.0,-1.8,1.344,5099.1
1.0,1.0,4.0,1.0,1.4,4.963,5228.1
2.0,1.0,1.0,1.0,1.4,4.963,5228.1
6.0,0.0,2.0,1.0,1.1,4.855,5191.0
3.0,0.0,3.0,1.0,1.1,4.856,5191.0
4.0,1.0,2.0,1.0,1.4,4.968,5228.1
4.0,1.0,1.0,1.0,-2.9,1.26,5076.2
1.0,1.0,6.0,1.0,1.4,4.963,5228.1
1.0,1.0,3.0,1.0,1.4,4.96,5228.1
3.0,0.0,1.0,1.0,1.1,4.856,5191.0
3.0,1.0,3.0,1.0,-1.8,1.266,5099.1
7.0,0.0,2.0,1.0,-0.1,4.153,5195.8
2.0,1.0,1.0,2.0,-2.9,0.859,5076.2
3.0,0.0,4.0,1.0,1.1,4.864,5191.0
2.0,1.0,4.0,1.0,-1.8,1.291,5099.1
3.0,0.0,2.0,1.0,1.1,4.857,5191.0
4.0,1.0,3.0,1.0,-0.1,4.12,5195.8
2.0,1.0,1.0,1.0,-0.1,4.153,5195.8
5.0,1.0,4.0,1.0,-1.8,1.372,5099.1
2.0,1.0,2.0,2.0,-0.1,4.076,5195.8
3.0,0.0,11.0,1.0,1.1,4.859,5191.0
1.0,0.0,1.0,1.0,1.1,4.856,5191.0
3.0,1.0,1.0,1.0,-1.8,1.405,5099.1
2.0,0.0,1.0,1.0,1.1,4.859,5191.0
2.0,0.0,1.0,1.0,1.1,4.864,5191.0
10.0,1.0,2.0,1.0,-1.8,1.266,5099.1
11.0,1.0,2.0,1.0,1.4,4.963,5228.1
4.0,0.0,1.0,1.0,1.1,4.855,5191.0
5.0,1.0,3.0,1.0,-1.1,1.028,4963.6
7.0,0.0,2.0,1.0,1.1,4.864,5191.0
2.0,1.0,1.0,1.0,-1.8,1.264,5099.1
2.0,1.0,2.0,1.0,1.4,4.963,5228.1
2.0,1.0,2.0,1.0,-1.8,1.266,5099.1
3.0,1.0,10.0,1.0,-1.8,0.645,5008.7
4.0,1.0,3.0,1.0,1.4,4.964,5228.1
4.0,0.0,13.0,1.0,1.4,4.964,5228.1
4.0,1.0,1.0,1.0,1.4,4.968,5228.1
5.0,1.0,1.0,2.0,-1.8,0.682,5008.7
4.0,1.0,1.0,1.0,1.4,4.959,5228.1
2.0,0.0,4.0,1.0,1.1,4.859,5191.0
1.0,1.0,1.0,1.0,1.4,4.957,5228.1
2.0,0.0,2.0,1.0,1.4,4.961,5228.1
2.0,0.0,1.0,1.0,1.4,4.865,5228.1
2.0,1.0,1.0,1.0,1.4,4.966,5228.1
2.0,1.0,6.0,1.0,-0.1,4.076,5195.8
11.0,0.0,1.0,1.0,-2.9,0.879,5076.2
3.0,1.0,3.0,1.0,-1.8,1.334,5099.1
8.0,1.0,1.0,1.0,1.4,4.963,5228.1
2.0,1.0,1.0,1.0,-1.8,1.25,5099.1
4.0,0.0,2.0,1.0,1.1,4.86,5191.0
11.0,0.0,1.0,1.0,-1.1,0.993,4963.6
1.0,1.0,2.0,1.0,-1.8,1.281,5099.1
2.0,0.0,4.0,1.0,1.1,4.858,5191.0
4.0,1.0,2.0,1.0,-1.8,1.259,5099.1
3.0,1.0,1.0,1.0,-0.1,4.153,5195.8
4.0,0.0,1.0,1.0,1.1,4.864,5191.0
1.0,0.0,3.0,1.0,1.1,4.855,5191.0
8.0,1.0,11.0,1.0,1.4,4.963,5228.1
1.0,0.0,1.0,1.0,1.1,4.855,5191.0
10.0,0.0,1.0,1.0,1.1,4.86,5191.0
4.0,0.0,2.0,1.0,1.4,4.961,5228.1
2.0,1.0,2.0,1.0,-1.8,1.281,5099.1
4.0,0.0,3.0,1.0,-1.8,1.354,5099.1
1.0,0.0,3.0,1.0,1.1,4.855,5191.0
3.0,0.0,1.0,1.0,1.4,4.955,5228.1
3.0,0.0,1.0,1.0,-0.1,4.12,5195.8
2.0,0.0,1.0,1.0,1.4,4.962,5228.1
1.0,1.0,2.0,1.0,1.4,4.963,5228.1
11.0,0.0,1.0,2.0,-1.1,0.886,4963.6
3.0,0.0,7.0,1.0,1.1,4.864,5191.0
3.0,0.0,1.0,1.0,1.4,4.962,5228.1
5.0,1.0,1.0,1.0,-0.1,4.12,5195.8
3.0,1.0,2.0,1.0,-1.8,1.405,5099.1
4.0,1.0,1.0,1.0,1.4,4.963,5228.1
2.0,0.0,1.0,1.0,-0.1,4.286,5195.8
4.0,0.0,3.0,1.0,1.4,4.864,5228.1
1.0,1.0,3.0,1.0,-1.8,1.25,5099.1
3.0,0.0,1.0,1.0,1.4,4.866,5228.1
1.0,1.0,2.0,1.0,1.4,4.964,5228.1
3.0,1.0,1.0,1.0,1.4,4.963,5228.1
4.0,1.0,2.0,1.0,1.4,4.963,5228.1
1.0,1.0,5.0,1.0,1.4,4.961,5228.1
6.0,1.0,1.0,1.0,1.4,4.962,5228.1
2.0,0.0,2.0,1.0,1.1,4.864,5191.0
4.0,0.0,1.0,1.0,1.1,4.858,5191.0
6.0,1.0,1.0,1.0,-0.1,4.12,5195.8
3.0,0.0,2.0,1.0,1.1,4.857,5191.0
3.0,0.0,2.0,1.0,-1.8,1.291,5099.1
2.0,1.0,2.0,1.0,-0.1,4.021,5195.8
4.0,1.0,1.0,1.0,-1.8,1.405,5099.1
3.0,0.0,2.0,1.0,1.4,4.958,5228.1
2.0,1.0,1.0,1.0,-1.8,1.354,5099.1
4.0,1.0,1.0,1.0,1.4,4.966,5228.1
8.0,1.0,1.0,1.0,-1.8,1.405,5099.1
4.0,0.0,1.0,1.0,1.4,4.961,5228.1
2.0,1.0,1.0,1.0,1.4,4.966,5228.1
1.0,1.0,1.0,1.0,-1.8,1.405,5099.1
2.0,0.0,3.0,1.0,1.1,4.857,5191.0
3.0,1.0,5.0,1.0,-1.8,1.344,5099.1
7.0,1.0,1.0,1.0,-3.0,0.721,5023.5
8.0,1.0,2.0,1.0,-1.8,1.405,5099.1
4.0,1.0,2.0,1.0,1.4,4.963,5228.1
3.0,0.0,2.0,1.0,1.1,4.859,5191.0
7.0,1.0,1.0,1.0,-0.1,4.191,5195.8
1.0,0.0,1.0,1.0,1.4,4.959,5228.1
1.0,0.0,1.0,1.0,1.4,4.967,5228.1
1.0,1.0,3.0,1.0,-1.8,1.281,5099.1
8.0,1.0,4.0,1.0,1.4,4.967,5228.1
2.0,0.0,2.0,1.0,-1.8,1.266,5099.1
7.0,0.0,2.0,1.0,1.4,4.864,5228.1
8.0,1.0,1.0,1.0,-1.7,0.898,4991.6
1.0,0.0,2.0,1.0,1.1,4.855,5191.0
1.0,0.0,1.0,1.0,1.1,4.857,5191.0
11.0,0.0,2.0,1.0,1.1,4.86,5191.0
2.0,1.0,1.0,1.0,1.4,4.964,5228.1
2.0,1.0,1.0,1.0,1.4,4.964,5228.1
0.0,1.0,14.0,1.0,1.4,4.965,5228.1
2.0,1.0,5.0,1.0,1.4,4.964,5228.1
0.0,1.0,3.0,1.0,1.4,4.965,5228.1
2.0,1.0,1.0,1.0,-0.1,4.076,5195.8
2.0,1.0,1.0,1.0,-1.8,1.405,5099.1
3.0,0.0,1.0,1.0,-0.1,4.076,5195.8
3.0,1.0,2.0,1.0,-1.8,1.405,5099.1
6.0,0.0,3.0,1.0,1.1,4.858,5191.0
1.0,1.0,1.0,1.0,-1.8,1.266,5099.1
2.0,1.0,1.0,1.0,-1.7,0.822,4991.6
4.0,0.0,2.0,1.0,1.4,4.962,5228.1
2.0,1.0,9.0,1.0,1.4,4.963,5228.1
4.0,0.0,2.0,1.0,1.4,4.96,5228.1
2.0,0.0,2.0,1.0,1.1,4.864,5191.0
2.0,1.0,2.0,1.0,-1.8,1.405,5099.1
8.0,1.0,2.0,1.0,-1.8,1.299,5099.1
3.0,0.0,31.0,1.0,1.4,4.96,5228.1
3.0,0.0,1.0,1.0,1.4,4.866,5228.1
2.0,1.0,5.0,1.0,-1.8,1.291,5099.1
8.0,1.0,6.0,1.0,1.4,4.965,5228.1
3.0,0.0,1.0,1.0,1.4,4.961,5228.1
3.0,1.0,6.0,1.0,-1.8,1.313,5099.1
3.0,1.0,1.0,1.0,1.4,4.962,5228.1
2.0,1.0,5.0,1.0,1.4,4.966,5228.1
3.0,1.0,1.0,1.0,-1.8,1.327,5099.1
5.0,0.0,2.0,1.0,1.1,4.857,5191.0
6.0,1.0,2.0,1.0,-0.1,4.12,5195.8
7.0,1.0,2.0,2.0,-1.7,0.742,4991.6
3.0,1.0,1.0,1.0,-0.1,4.12,5195.8
10.0,0.0,1.0,1.0,1.1,4.858,5191.0
4.0,1.0,1.0,1.0,1.4,4.964,5228.1
4.0,1.0,2.0,1.0,-0.1,4.191,5195.8
3.0,1.0,1.0,1.0,-1.8,1.299,5099.1
6.0,1.0,1.0,1.0,-1.8,1.281,5099.1
1.0,0.0,2.0,1.0,1.4,4.962,5228.1
1.0,1.0,1.0,1.0,1.4,4.962,5228.1
3.0,0.0,9.0,1.0,1.1,4.857,5191.0
2.0,0.0,9.0,1.0,-0.1,4.021,5195.8
1.0,1.0,1.0,1.0,-1.8,1.313,5099.1
2.0,1.0,3.0,1.0,1.4,4.966,5228.1
2.0,0.0,2.0,1.0,1.1,4.855,5191.0
1.0,1.0,3.0,1.0,1.4,4.961,5228.1
4.0,1.0,1.0,1.0,-1.8,1.266,5099.1
3.0,0.0,2.0,1.0,1.1,4.858,5191.0
2.0,1.0,1.0,1.0,-1.8,1.365,5099.1
2.0,0.0,4.0,1.0,1.1,4.857,5191.0
0.0,1.0,2.0,1.0,1.4,4.964,5228.1
8.0,1.0,1.0,1.0,-0.1,4.191,5195.8
4.0,1.0,4.0,1.0,1.4,4.965,5228.1
1.0,1.0,3.0,1.0,1.4,4.963,5228.1
3.0,1.0,1.0,1.0,-3.0,0.717,5023.5
3.0,0.0,1.0,1.0,1.1,4.858,5191.0
6.0,1.0,1.0,1.0,-2.9,0.861,5076.2
2.0,1.0,1.0,1.0,-0.1,4.12,5195.8
2.0,1.0,1.0,1.0,1.4,4.964,5228.1
3.0,1.0,1.0,1.0,1.4,4.963,5228.1
6.0,0.0,1.0,1.0,1.4,4.961,5228.1
2.0,1.0,2.0,1.0,-0.1,4.191,5195.8
11.0,1.0,1.0,1.0,-2.9,0.879,5076.2
3.0,0.0,1.0,1.0,1.1,4.857,5191.0
3.0,1.0,2.0,1.0,1.4,4.963,5228.1
2.0,1.0,6.0,1.0,1.4,4.964,5228.1
3.0,0.0,1.0,1.0,1.1,4.855,5191.0
0.0,1.0,4.0,1.0,-0.1,4.021,5195.8
4.0,1.0,5.0,1.0,1.4,4.965,5228.1
1.0,1.0,1.0,1.0,-1.8,1.483,5099.1
3.0,1.0,7.0,1.0,-1.8,1.291,5099.1
3.0,1.0,1.0,1.0,-0.1,4.12,5195.8
3.0,1.0,2.0,1.0,1.4,4.963,5228.1
2.0,0.0,2.0,1.0,1.1,4.856,5191.0
2.0,1.0,2.0,1.0,-0.1,4.076,5195.8
2.0,1.0,1.0,2.0,-1.8,0.644,5008.7
2.0,1.0,1.0,1.0,-2.9,1.26,5076.2
1.0,1.0,1.0,1.0,-1.8,1.266,5099.1
