age,job,marital,education,default,housing,loan,contact,campaign,poutcome,emp.var.rate,cons.conf.idx,euribor3m,nr.employed
28,,,,,,,,6,,1.4,-41.8,4.866,5228.1
25,,,,,,,,1,,1.1,-36.4,4.857,5191.0
34,,,,,,,,2,,1.4,-36.1,4.968,5228.1
30,,,,,,,,1,,-1.8,-46.2,1.266,5099.1
33,,,,,,,,2,,1.4,-42.7,4.96,5228.1
40,,,,,,,,1,,1.4,-42.7,4.963,5228.1
74,,,,,,,,1,,-2.9,-31.4,0.873,5076.2
54,,,,,,,,5,,-1.7,-40.3,0.861,4991.6
43,,,,,,,,3,,1.4,-42.7,4.959,5228.1
40,,,,,,,,4,,-1.8,-46.2,1.299,5099.1
35,,,,,,,,3,,1.1,-36.4,4.855,5191.0
57,,,,,,,,4,,1.4,-42.7,4.96,5228.1
32,,,,,,,,1,,1.4,-42.7,4.96,5228.1
53,,,,,,,,2,,-1.8,-34.6,0.64,5008.7
49,,,,,,,,2,,1.4,-36.1,4.968,5228.1
31,,,,,,,,1,,-1.8,-46.2,1.299,5099.1
25,,,,,,,,2,,-1.8,-47.1,1.365,5099.1
31,,,,,,,,4,,1.4,-42.7,4.962,5228.1
32,,,,,,,,1,,-3.4,-26.9,0.742,5017.5
48,,,,,,,,1,,1.1,-36.4,4.858,5191.0
41,,,,,,,,3,,1.1,-36.4,4.864,5191.0
30,,,,,,,,3,,1.1,-36.4,4.856,5191.0
41,,,,,,,,4,,1.1,-36.4,4.86,5191.0
51,,,,,,,,7,,1.4,-36.1,4.965,5228.1
46,,,,,,,,1,,1.4,-41.8,4.967,5228.1
49,,,,,,,,1,,-1.8,-47.1,1.365,5099.1
55,,,,,,,,7,,-1.8,-47.1,1.405,5099.1
45,,,,,,,,1,,1.1,-36.4,4.859,5191.0
53,,,,,,,,2,,-3.4,-30.1,0.715,5017.5
58,,,,,,,,1,,1.4,-36.1,4.966,5228.1
35,,,,,,,,3,,1.1,-36.4,4.857,5191.0
36,,,,,,,,8,,1.4,-42.7,4.963,5228.1
27,,,,,,,,1,,1.4,-42.7,4.958,5228.1
38,,,,,,,,1,,-0.1,-42.0,4.12,5195.8
36,,,,,,,,1,,-1.7,-39.8,0.748,4991.6
34,,,,,,,,1,,1.1,-36.4,4.856,5191.0
27,,,,,,,,1,,-0.1,-40.4,4.912,5195.8
32,,,,,,,,2,,-0.1,-42.0,4.076,5195.8
46,,,,,,,,3,,1.1,-36.4,4.857,5191.0
29,,,,,,,,4,,1.4,-41.8,4.96,5228.1
32,,,,,,,,4,,1.4,-36.1,4.963,5228.1
27,,,,,,,,1,,1.1,-36.4,4.857,5191.0
29,,,,,,,,2,,-1.8,-46.2,1.313,5099.1
44,,,,,,,,2,,1.4,-36.1,4.962,5228.1
25,,,,,,,,3,,-1.8,-47.1,1.405,5099.1
53,,,,,,,,5,,1.4,-36.1,4.967,5228.1
57,,,,,,,,4,,-1.8,-46.2,1.291,5099.1
32,,,,,,,,3,,1.4,-42.7,4.958,5228.1
75,,,,,,,,8,,-3.4,-30.1,0.714,5017.5
51,,,,,,,,1,,1.4,-42.7,4.962,5228.1
48,,,,,,,,2,,1.1,-36.4,4.864,5191.0
24,,,,,,,,2,,1.1,-36.4,4.864,5191.0
30,,,,,,,,1,,-1.8,-47.1,1.365,5099.1
35,,,,,,,,1,,1.1,-36.4,4.864,5191.0
36,,,,,,,,1,,1.4,-36.1,4.968,5228.1
35,,,,,,,,3,,1.4,-42.7,4.962,5228.1
28,,,,,,,,4,,-1.1,-49.5,1.032,4963.6
48,,,,,,,,2,,1.4,-42.7,4.96,5228.1
54,,,,,,,,1,,-3.4,-29.8,0.803,5017.5
43,,,,,,,,5,,-1.8,-46.2,1.344,5099.1
33,,,,,,,,3,,1.4,-41.8,4.959,5228.1
38,,,,,,,,4,,1.4,-41.8,4.864,5228.1
27,,,,,,,,1,,1.1,-36.4,4.855,5191.0
41,,,,,,,,1,,1.4,-41.8,4.864,5228.1
44,,,,,,,,1,,-1.8,-46.2,1.264,5099.1
49,,,,,,,,3,,1.4,-41.8,4.864,5228.1
38,,,,,,,,1,,1.4,-42.7,4.962,5228.1
42,,,,,,,,3,,1.4,-42.7,4.959,5228.1
19,,,,,,,,1,,-1.8,-46.2,1.259,5099.1
28,,,,,,,,1,,1.4,-42.7,4.962,5228.1
38,,,,,,,,5,,1.4,-36.1,4.965,5228.1
57,,,,,,,,2,,-0.1,-42.0,4.021,5195.8
42,,,,,,,,16,,1.4,-41.8,4.959,5228.1
56,,,,,,,,2,,1.1,-36.4,4.855,5191.0
28,,,,,,,,1,,-1.8,-46.2,1.327,5099.1
24,,,,,,,,2,,1.4,-42.7,4.957,5228.1
44,,,,,,,,2,,1.4,-36.1,4.966,5228.1
47,,,,,,,,3,,1.4,-42.7,4.956,5228.1
27,,,,,,,,1,,1.4,-42.7,4.963,5228.1
49,,,,,,,,1,,1.4,-36.1,4.97,5228.1
57,,,,,,,,2,,1.4,-41.8,4.959,5228.1
49,,,,,,,,1,,-0.1,-42.0,4.021,5195.8
50,,,,,,,,2,,1.4,-42.7,4.958,5228.1
36,,,,,,,,1,,1.4,-42.7,4.961,5228.1
43,,,,,,,,5,,1.4,-36.1,4.964,5228.1
31,,,,,,,,7,,1.4,-36.1,4.963,5228.1
34,,,,,,,,4,,-1.8,-46.2,1.281,5099.1
50,,,,,,,,1,,1.4,-42.7,4.963,5228.1
43,,,,,,,,8,,1.1,-36.4,4.859,5191.0
44,,,,,,,,4,,1.4,-41.8,4.962,5228.1
29,,,,,,,,1,,-0.1,-42.0,4.12,5195.8
28,,,,,,,,2,,1.1,-36.4,4.855,5191.0
35,,,,,,,,1,,1.4,-42.7,4.961,5228.1
55,,,,,,,,2,,1.4,-42.7,4.962,5228.1
35,,,,,,,,2,,1.4,-42.7,4.96,5228.1
38,,,,,,,,1,,-1.8,-46.2,1.327,5099.1
44,,,,,,,,3,,1.4,-42.7,4.963,5228.1
39,,,,,,,,1,,1.1,-36.4,4.857,5191.0
58,,,,,,,,3,,1.4,-41.8,4.959,5228.1
29,,,,,,,,2,,1.4,-41.8,4.962,5228.1
60,,,,,,,,1,,-3.4,-29.8,0.743,5017.5
34,,,,,,,,1,,1.4,-36.1,4.965,5228.1
59,,,,,,,,4,,1.1,-36.4,4.857,5191.0
44,,,,,,,,5,,-1.8,-46.2,1.299,5099.1
29,,,,,,,,1,,1.4,-36.1,4.963,5228.1
31,,,,,,,,1,,1.4,-36.1,4.964,5228.1
44,,,,,,,,1,,-1.8,-47.1,1.479,5099.1
33,,,,,,,,3,,-1.7,-38.3,0.898,4991.6
20,,,,,,,,2,,-3.4,-30.1,0.715,5017.5
41,,,,,,,,2,,1.1,-36.4,4.859,5191.0
57,,,,,,,,1,,1.4,-42.7,4.963,5228.1
46,,,,,,,,1,,1.4,-36.1,4.966,5228.1
31,,,,,,,,2,,1.4,-36.1,4.964,5228.1
28,,,,,,,,17,,1.4,-41.8,4.959,5228.1
53,,,,,,,,4,,-1.8,-46.2,1.27,5099.1
32,,,,,,,,1,,-0.1,-42.0,4.12,5195.8
39,,,,,,,,1,,1.1,-36.4,4.855,5191.0
30,,,,,,,,4,,-1.8,-47.1,1.405,5099.1
34,,,,,,,,1,,-0.1,-42.0,4.021,5195.8
23,,,,,,,,5,,-1.8,-46.2,1.25,5099.1
28,,,,,,,,2,,1.4,-42.7,4.957,5228.1
27,,,,,,,,6,,-1.8,-34.8,0.652,5008.7
30,,,,,,,,1,,-1.8,-34.8,0.637,5008.7
31,,,,,,,,2,,1.4,-42.7,4.963,5228.1
32,,,,,,,,1,,1.1,-36.4,4.858,5191.0
28,,,,,,,,1,,-3.4,-30.1,0.72,5017.5
47,,,,,,,,1,,1.4,-41.8,4.962,5228.1
58,,,,,,,,4,,-1.8,-46.2,1.344,5099.1
39,,,,,,,,3,,1.4,-36.1,4.964,5228.1
62,,,,,,,,1,,-3.4,-29.8,0.741,5017.5
32,,,,,,,,1,,-1.8,-47.1,1.405,5099.1
47,,,,,,,,1,,-1.8,-47.1,1.365,5099.1
29,,,,,,,,1,,1.4,-36.1,4.963,5228.1
36,,,,,,,,7,,1.1,-36.4,4.86,5191.0
45,,,,,,,,1,,-1.8,-47.1,1.405,5099.1
33,,,,,,,,1,,-0.1,-42.0,4.153,5195.8
32,,,,,,,,1,,1.4,-36.1,4.963,5228.1
31,,,,,,,,1,,-0.1,-42.0,4.12,5195.8
50,,,,,,,,2,,-3.4,-29.8,0.749,5017.5
26,,,,,,,,1,,1.1,-36.4,4.858,5191.0
49,,,,,,,,3,,1.1,-36.4,4.859,5191.0
28,,,,,,,,3,,-1.8,-46.2,1.354,5099.1
31,,,,,,,,2,,1.1,-36.4,4.855,5191.0
32,,,,,,,,1,,-2.9,-31.4,0.873,5076.2
40,,,,,,,,1,,1.1,-36.4,4.857,5191.0
25,,,,,,,,4,,1.4,-41.8,4.865,5228.1
45,,,,,,,,4,,-0.1,-42.0,4.076,5195.8
28,,,,,,,,1,,-1.8,-34.6,0.663,5008.7
50,,,,,,,,4,,1.1,-36.4,4.857,5191.0
31,,,,,,,,3,,1.1,-36.4,4.864,5191.0
42,,,,,,,,1,,1.1,-36.4,4.857,5191.0
45,,,,,,,,4,,-1.8,-46.2,1.244,5099.1
29,,,,,,,,1,,1.4,-36.1,4.966,5228.1
36,,,,,,,,2,,-0.1,-42.0,4.076,5195.8
33,,,,,,,,4,,1.4,-36.1,4.964,5228.1
44,,,,,,,,2,,1.4,-36.1,4.968,5228.1
38,,,,,,,,6,,1.1,-36.4,4.857,5191.0
57,,,,,,,,1,,1.1,-36.4,4.856,5191.0
30,,,,,,,,1,,1.4,-36.1,4.97,5228.1
43,,,,,,,,1,,-1.7,-40.3,0.861,4991.6
28,,,,,,,,2,,1.1,-36.4,4.86,5191.0
38,,,,,,,,1,,1.4,-41.8,4.864,5228.1
32,,,,,,,,3,,-1.8,-46.2,1.25,5099.1
56,,,,,,,,3,,-1.8,-47.1,1.405,5099.1
71,,,,,,,,2,,-1.8,-47.1,1.423,5099.1
47,,,,,,,,3,,1.1,-36.4,4.857,5191.0
57,,,,,,,,9,,1.4,-42.7,4.96,5228.1
41,,,,,,,,2,,1.1,-36.4,4.86,5191.0
38,,,,,,,,1,,1.1,-36.4,4.856,5191.0
30,,,,,,,,12,,1.4,-36.1,4.963,5228.1
52,,,,,,,,6,,1.4,-42.7,4.96,5228.1
38,,,,,,,,2,,1.1,-36.4,4.856,5191.0
18,,,,,,,,1,,-1.7,-38.3,0.9,4991.6
33,,,,,,,,1,,1.4,-41.8,4.961,5228.1
42,,,,,,,,3,,1.4,-36.1,4.965,5228.1
26,,,,,,,,2,,1.4,-41.8,4.958,5228.1
50,,,,,,,,1,,1.4,-42.7,4.958,5228.1
34,,,,,,,,2,,1.1,-36.4,4.855,5191.0
63,,,,,,,,1,,-1.7,-40.3,0.896,4991.6
33,,,,,,,,1,,-1.8,-47.1,1.435,5099.1
30,,,,,,,,1,,-0.1,-42.0,4.153,5195.8
31,,,,,,,,2,,-1.8,-34.8,0.646,5008.7
40,,,,,,,,1,,-3.4,-26.9,0.724,5017.5
48,,,,,,,,2,,1.4,-36.1,4.964,5228.1
45,,,,,,,,1,,-1.8,-47.1,1.405,5099.1
27,,,,,,,,1,,-1.1,-49.5,0.982,4963.6
27,,,,,,,,2,,-1.8,-46.2,1.299,5099.1
35,,,,,,,,14,,1.4,-42.7,4.962,5228.1
44,,,,,,,,1,,1.1,-36.4,4.856,5191.0
29,,,,,,,,2,,-1.8,-46.2,1.281,5099.1
33,,,,,,,,3,,-0.1,-42.0,4.021,5195.8
78,,,,,,,,1,,-1.7,-40.3,0.84,4991.6
44,,,,,,,,3,,-1.8,-46.2,1.299,5099.1
35,,,,,,,,2,,1.4,-36.1,4.965,5228.1
59,,,,,,,,5,,1.1,-36.4,4.857,5191.0
59,,,,,,,,1,,1.4,-36.1,4.964,5228.1
42,,,,,,,,2,,1.4,-42.7,4.962,5228.1
40,,,,,,,,2,,1.4,-42.7,4.962,5228.1
37,,,,,,,,13,,1.1,-36.4,4.864,5191.0
26,,,,,,,,8,,1.1,-36.4,4.857,5191.0
41,,,,,,,,1,,1.4,-36.1,4.964,5228.1
85,,,,,,,,1,,-3.0,-33.0,0.715,5023.5
56,,,,,,,,6,,-0.1,-42.0,4.021,5195.8
40,,,,,,,,5,,1.4,-36.1,4.964,5228.1
39,,,,,,,,2,,1.1,-36.4,4.857,5191.0
37,,,,,,,,4,,1.4,-41.8,4.961,5228.1
38,,,,,,,,3,,1.4,-42.7,4.956,5228.1
29,,,,,,,,1,,-1.8,-47.1,1.405,5099.1
40,,,,,,,,1,,1.1,-36.4,4.857,5191.0
29,,,,,,,,5,,-1.8,-46.2,1.354,5099.1
36,,,,,,,,2,,1.4,-42.7,4.962,5228.1
46,,,,,,,,1,,1.4,-36.1,4.967,5228.1
54,,,,,,,,1,,1.1,-36.4,4.855,5191.0
39,,,,,,,,9,,1.4,-41.8,4.959,5228.1
31,,,,,,,,2,,-1.7,-38.3,0.898,4991.6
58,,,,,,,,6,,1.4,-42.7,4.962,5228.1
35,,,,,,,,1,,1.4,-42.7,4.962,5228.1
47,,,,,,,,1,,1.4,-36.1,4.967,5228.1
50,,,,,,,,2,,-1.1,-50.8,1.049,4963.6
39,,,,,,,,2,,-0.1,-42.0,4.12,5195.8
37,,,,,,,,5,,1.4,-36.1,4.966,5228.1
39,,,,,,,,4,,1.4,-36.1,4.966,5228.1
41,,,,,,,,1,,-1.8,-46.2,1.313,5099.1
38,,,,,,,,3,,1.1,-36.4,4.855,5191.0
37,,,,,,,,1,,1.4,-36.1,4.963,5228.1
40,,,,,,,,1,,1.4,-42.7,4.96,5228.1
34,,,,,,,,1,,-1.1,-37.5,0.879,4963.6
22,,,,,,,,2,,1.4,-42.7,4.963,5228.1
41,,,,,,,,31,,1.4,-41.8,4.959,5228.1
28,,,,,,,,2,,-1.8,-46.2,1.313,5099.1
35,,,,,,,,1,,-3.4,-30.1,0.714,5017.5
47,,,,,,,,3,,1.4,-42.7,4.962,5228.1
50,,,,,,,,3,,1.1,-36.4,4.857,5191.0
36,,,,,,,,2,,-1.8,-46.2,1.334,5099.1
38,,,,,,,,1,,-1.8,-50.0,1.757,5099.1
29,,,,,,,,2,,-1.8,-46.2,1.281,5099.1
38,,,,,,,,3,,1.4,-42.7,4.968,5228.1
58,,,,,,,,4,,1.4,-41.8,4.865,5228.1
36,,,,,,,,3,,1.4,-36.1,4.965,5228.1
44,,,,,,,,6,,1.4,-42.7,4.962,5228.1
29,,,,,,,,2,,-0.1,-42.0,4.021,5195.8
48,,,,,,,,1,,1.1,-36.4,4.856,5191.0
49,,,,,,,,1,,-0.1,-42.0,4.191,5195.8
51,,,,,,,,2,,1.1,-36.4,4.855,5191.0
35,,,,,,,,3,,1.4,-42.7,4.959,5228.1
41,,,,,,,,4,,1.4,-36.1,4.965,5228.1
35,,,,,,,,1,,1.4,-42.7,4.961,5228.1
27,,,,,,,,1,,1.1,-36.4,4.856,5191.0
39,,,,,,,,15,,1.4,-42.7,4.96,5228.1
21,,,,,,,,1,,-2.9,-31.4,0.884,5076.2
54,,,,,,,,1,,-3.4,-30.1,0.719,5017.5
60,,,,,,,,1,,1.1,-36.4,4.86,5191.0
56,,,,,,,,10,,1.4,-42.7,4.968,5228.1
60,,,,,,,,5,,1.4,-36.1,4.964,5228.1
37,,,,,,,,1,,-0.1,-42.0,4.021,5195.8
42,,,,,,,,1,,1.1,-36.4,4.857,5191.0
35,,,,,,,,2,,1.4,-36.1,4.965,5228.1
45,,,,,,,,3,,-1.8,-46.2,1.354,5099.1
35,,,,,,,,2,,1.4,-41.8,4.959,5228.1
57,,,,,,,,1,,-0.1,-42.0,4.021,5195.8
48,,,,,,,,1,,1.4,-36.1,4.963,5228.1
43,,,,,,,,1,,1.4,-42.7,4.963,5228.1
65,,,,,,,,1,,-3.4,-30.1,0.714,5017.5
33,,,,,,,,2,,-1.8,-46.2,1.244,5099.1
26,,,,,,,,3,,1.1,-36.4,4.855,5191.0
50,,,,,,,,1,,-1.8,-46.2,1.327,5099.1
30,,,,,,,,2,,-1.8,-46.2,1.266,5099.1
34,,,,,,,,6,,-1.8,-47.1,1.365,5099.1
61,,,,,,,,3,,-1.8,-46.2,1.266,5099.1
23,,,,,,,,1,,-3.4,-30.1,0.715,5017.5
52,,,,,,,,3,,1.4,-41.8,4.866,5228.1
28,,,,,,,,1,,1.1,-36.4,4.859,5191.0
39,,,,,,,,2,,-0.1,-42.0,4.021,5195.8
32,,,,,,,,1,,-1.8,-46.2,1.266,5099.1
30,,,,,,,,1,,1.4,-36.1,4.963,5228.1
46,,,,,,,,1,,1.4,-42.7,4.961,5228.1
55,,,,,,,,3,,1.4,-42.7,4.962,5228.1
53,,,,,,,,1,,-0.1,-42.0,4.191,5195.8
48,,,,,,,,2,,1.4,-41.8,4.866,5228.1
36,,,,,,,,40,,1.4,-42.7,4.968,5228.1
36,,,,,,,,1,,-1.8,-34.8,0.635,5008.7
49,,,,,,,,1,,1.1,-36.4,4.856,5191.0
40,,,,,,,,2,,1.4,-41.8,4.967,5228.1
31,,,,,,,,2,,-1.8,-40.0,0.677,5008.7
18,,,,,,,,1,,-3.4,-29.8,0.803,5017.5
31,,,,,,,,1,,-0.1,-42.0,4.021,5195.8
48,,,,,,,,3,,1.4,-36.1,4.965,5228.1
48,,,,,,,,1,,1.4,-41.8,4.958,5228.1
42,,,,,,,,2,,-0.1,-42.0,4.12,5195.8
33,,,,,,,,2,,-3.4,-26.9,0.739,5017.5
38,,,,,,,,3,,-2.9,-40.8,1.26,5076.2
44,,,,,,,,1,,-1.7,-40.3,0.84,4991.6
53,,,,,,,,2,,-1.8,-46.2,1.25,5099.1
31,,,,,,,,1,,1.1,-36.4,4.857,5191.0
46,,,,,,,,4,,-1.8,-47.1,1.479,5099.1
33,,,,,,,,2,,-0.1,-42.0,4.153,5195.8
36,,,,,,,,1,,1.4,-42.7,4.96,5228.1
37,,,,,,,,1,,1.1,-36.4,4.86,5191.0
36,,,,,,,,7,,-1.8,-46.2,1.344,5099.1
35,,,,,,,,12,,1.4,-36.1,4.965,5228.1
45,,,,,,,,1,,1.4,-41.8,4.961,5228.1
59,,,,,,,,3,,1.4,-41.8,4.947,5228.1
58,,,,,,,,2,,-1.8,-46.2,1.334,5099.1
34,,,,,,,,3,,1.4,-42.7,4.962,5228.1
29,,,,,,,,2,,1.4,-42.7,4.96,5228.1
39,,,,,,,,1,,-1.7,-39.8,0.72,4991.6
30,,,,,,,,3,,1.4,-42.7,4.957,5228.1
37,,,,,,,,1,,1.4,-41.8,4.959,5228.1
42,,,,,,,,1,,1.1,-36.4,4.857,5191.0
58,,,,,,,,1,,1.1,-36.4,4.856,5191.0
55,,,,,,,,9,,1.4,-42.7,4.961,5228.1
31,,,,,,,,3,,1.4,-42.7,4.968,5228.1
44,,,,,,,,2,,1.1,-36.4,4.855,5191.0
31,,,,,,,,5,,1.1,-36.4,4.857,5191.0
31,,,,,,,,1,,-0.1,-42.0,4.153,5195.8
75,,,,,,,,2,,-3.4,-26.9,0.722,5017.5
54,,,,,,,,2,,1.4,-42.7,4.961,5228.1
44,,,,,,,,2,,1.4,-41.8,4.967,5228.1
31,,,,,,,,1,,1.4,-36.1,4.963,5228.1
35,,,,,,,,1,,1.4,-36.1,4.964,5228.1
53,,,,,,,,1,,1.1,-36.4,4.855,5191.0
32,,,,,,,,2,,-0.1,-42.0,4.191,5195.8
36,,,,,,,,3,,1.4,-41.8,4.959,5228.1
33,,,,,,,,2,,1.4,-36.1,4.964,5228.1
37,,,,,,,,5,,1.4,-36.1,4.963,5228.1
30,,,,,,,,1,,1.4,-36.1,4.968,5228.1
46,,,,,,,,2,,1.1,-36.4,4.856,5191.0
29,,,,,,,,1,,1.4,-42.7,4.966,5228.1
36,,,,,,,,2,,-2.9,-31.4,0.879,5076.2
55,,,,,,,,2,,1.4,-42.7,4.963,5228.1
50,,,,,,,,2,,-1.8,-50.0,1.64,5099.1
27,,,,,,,,2,,1.4,-42.7,4.962,5228.1
56,,,,,,,,1,,-1.8,-40.0,0.701,5008.7
38,,,,,,,,2,,1.4,-41.8,4.961,5228.1
51,,,,,,,,1,,1.1,-36.4,4.855,5191.0
43,,,,,,,,1,,1.4,-41.8,4.958,5228.1
34,,,,,,,,1,,-0.1,-42.0,4.076,5195.8
38,,,,,,,,3,,1.4,-36.1,4.962,5228.1
48,,,,,,,,1,,-0.1,-42.0,4.076,5195.8
44,,,,,,,,1,,-1.1,-49.5,1.0,4963.6
59,,,,,,,,5,,1.4,-36.1,4.965,5228.1
35,,,,,,,,1,,-1.8,-46.2,1.25,5099.1
41,,,,,,,,2,,1.4,-36.1,4.963,5228.1
35,,,,,,,,3,,1.4,-42.7,4.961,5228.1
37,,,,,,,,1,,-1.8,-46.2,1.344,5099.1
34,,,,,,,,1,,1.4,-42.7,4.966,5228.1
36,,,,,,,,7,,1.4,-42.7,4.96,5228.1
35,,,,,,,,5,,1.4,-42.7,4.968,5228.1
31,,,,,,,,3,,-1.8,-46.2,1.281,5099.1
32,,,,,,,,6,,-1.8,-46.2,1.291,5099.1
52,,,,,,,,2,,-0.1,-42.0,4.076,5195.8
29,,,,,,,,4,,1.4,-36.1,4.963,5228.1
33,,,,,,,,2,,-1.8,-46.2,1.266,5099.1
46,,,,,,,,3,,1.4,-42.7,4.961,5228.1
51,,,,,,,,2,,1.4,-42.7,4.962,5228.1
30,,,,,,,,1,,-1.7,-38.3,0.891,4991.6
44,,,,,,,,5,,-2.9,-33.6,0.908,5076.2
46,,,,,,,,3,,1.4,-42.7,4.96,5228.1
28,,,,,,,,1,,1.4,-41.8,4.864,5228.1
32,,,,,,,,2,,-1.8,-47.1,1.41,5099.1
27,,,,,,,,5,,1.4,-41.8,4.967,5228.1
58,,,,,,,,5,,-3.4,-30.1,0.719,5017.5
23,,,,,,,,1,,-1.8,-47.1,1.41,5099.1
45,,,,,,,,3,,1.4,-36.1,4.965,5228.1
42,,,,,,,,1,,-1.8,-47.1,1.365,5099.1
57,,,,,,,,9,,1.4,-36.1,4.965,5228.1
41,,,,,,,,1,,1.4,-36.1,4.968,5228.1
34,,,,,,,,2,,-1.8,-47.1,1.423,5099.1
39,,,,,,,,1,,-0.1,-42.0,4.076,5195.8
50,,,,,,,,1,,1.4,-36.1,4.97,5228.1
51,,,,,,,,2,,1.1,-36.4,4.864,5191.0
48,,,,,,,,3,,-0.1,-42.0,4.12,5195.8
42,,,,,,,,9,,1.4,-36.1,4.962,5228.1
25,,,,,,,,2,,-1.7,-40.3,0.81,4991.6
59,,,,,,,,1,,1.4,-41.8,4.865,5228.1
33,,,,,,,,3,,1.1,-36.4,4.859,5191.0
29,,,,,,,,1,,1.4,-41.8,4.959,5228.1
57,,,,,,,,4,,1.4,-41.8,4.959,5228.1
52,,,,,,,,6,,1.4,-36.1,4.964,5228.1
51,,,,,,,,1,,1.1,-36.4,4.857,5191.0
35,,,,,,,,1,,1.1,-36.4,4.857,5191.0
56,,,,,,,,1,,1.1,-36.4,4.857,5191.0
31,,,,,,,,1,,1.1,-36.4,4.856,5191.0
43,,,,,,,,5,,-1.8,-47.1,1.405,5099.1
20,,,,,,,,3,,-1.8,-34.8,0.635,5008.7
50,,,,,,,,1,,1.4,-36.1,4.967,5228.1
57,,,,,,,,1,,-1.8,-47.1,1.365,5099.1
35,,,,,,,,2,,-1.8,-46.2,1.299,5099.1
38,,,,,,,,1,,-3.4,-30.1,0.714,5017.5
52,,,,,,,,5,,1.4,-41.8,4.961,5228.1
27,,,,,,,,2,,-1.8,-47.1,1.41,5099.1
40,,,,,,,,1,,1.4,-42.7,4.962,5228.1
39,,,,,,,,5,,1.4,-41.8,4.864,5228.1
51,,,,,,,,1,,1.1,-36.4,4.859,5191.0
34,,,,,,,,1,,1.1,-36.4,4.859,5191.0
37,,,,,,,,2,,-1.8,-47.1,1.435,5099.1
53,,,,,,,,1,,1.4,-41.8,4.865,5228.1
33,,,,,,,,1,,-1.8,-47.1,1.41,5099.1
31,,,,,,,,6,,1.4,-36.1,4.962,5228.1
41,,,,,,,,2,,1.4,-36.1,4.967,5228.1
37,,,,,,,,2,,1.1,-36.4,4.856,5191.0
45,,,,,,,,3,,-1.8,-47.1,1.405,5099.1
35,,,,,,,,2,,1.1,-36.4,4.857,5191.0
28,,,,,,,,1,,1.1,-36.4,4.856,5191.0
43,,,,,,,,5,,-1.8,-46.2,1.313,5099.1
39,,,,,,,,3,,-1.8,-46.2,1.354,5099.1
33,,,,,,,,1,,-0.1,-42.0,4.076,5195.8
50,,,,,,,,1,,-1.8,-47.1,1.405,5099.1
27,,,,,,,,7,,1.4,-42.7,4.963,5228.1
50,,,,,,,,3,,-3.0,-33.0,0.708,5023.5
36,,,,,,,,2,,-0.1,-42.0,4.12,5195.8
22,,,,,,,,3,,-1.8,-46.2,1.266,5099.1
45,,,,,,,,5,,1.4,-41.8,4.967,5228.1
45,,,,,,,,1,,-1.1,-37.5,0.879,4963.6
48,,,,,,,,2,,-0.1,-42.0,4.12,5195.8
29,,,,,,,,1,,-0.1,-42.0,4.076,5195.8
46,,,,,,,,2,,1.1,-36.4,4.857,5191.0
44,,,,,,,,2,,1.4,-41.8,4.967,5228.1
32,,,,,,,,4,,-1.8,-46.2,1.244,5099.1
34,,,,,,,,9,,1.1,-36.4,4.856,5191.0
36,,,,,,,,1,,1.4,-36.1,4.966,5228.1
31,,,,,,,,1,,1.4,-42.7,4.961,5228.1
80,,,,,,,,1,,-3.4,-26.9,0.722,5017.5
45,,,,,,,,1,,1.4,-42.7,4.957,5228.1
32,,,,,,,,1,,-1.8,-46.2,1.266,5099.1
51,,,,,,,,1,,-1.8,-46.2,1.25,5099.1
27,,,,,,,,2,,1.1,-36.4,4.857,5191.0
41,,,,,,,,1,,-1.1,-37.5,0.879,4963.6
45,,,,,,,,1,,1.1,-36.4,4.859,5191.0
40,,,,,,,,3,,-0.1,-42.0,4.021,5195.8
48,,,,,,,,3,,-0.1,-42.0,4.12,5195.8
55,,,,,,,,2,,1.1,-36.4,4.86,5191.0
58,,,,,,,,2,,-0.1,-42.0,4.076,5195.8
50,,,,,,,,8,,-1.8,-46.2,1.291,5099.1
39,,,,,,,,3,,1.4,-41.8,4.962,5228.1
52,,,,,,,,2,,1.4,-36.1,4.965,5228.1
33,,,,,,,,1,,1.4,-41.8,4.865,5228.1
31,,,,,,,,16,,-1.8,-47.1,1.406,5099.1
31,,,,,,,,1,,1.4,-42.7,4.96,5228.1
48,,,,,,,,1,,1.1,-36.4,4.856,5191.0
42,,,,,,,,1,,1.4,-36.1,4.965,5228.1
60,,,,,,,,2,,-1.8,-40.0,0.682,5008.7
57,,,,,,,,2,,1.4,-42.7,4.961,5228.1
49,,,,,,,,1,,-1.8,-47.1,1.365,5099.1
53,,,,,,,,4,,-1.8,-47.1,1.405,5099.1
45,,,,,,,,1,,1.4,-42.7,4.962,5228.1
33,,,,,,,,1,,1.1,-36.4,4.855,5191.0
38,,,,,,,,2,,1.4,-41.8,4.958,5228.1
31,,,,,,,,9,,1.4,-42.7,4.96,5228.1
35,,,,,,,,1,,1.4,-36.1,4.963,5228.1
34,,,,,,,,3,,-1.8,-46.2,1.291,5099.1
29,,,,,,,,1,,1.4,-41.8,4.962,5228.1
45,,,,,,,,2,,-1.7,-40.3,0.884,4991.6
35,,,,,,,,5,,-1.8,-46.2,1.299,5099.1
45,,,,,,,,4,,1.4,-41.8,4.96,5228.1
41,,,,,,,,1,,1.1,-36.4,4.855,5191.0
31,,,,,,,,8,,-1.7,-40.3,0.861,4991.6
33,,,,,,,,2,,1.4,-36.1,4.962,5228.1
